Date/Time,Lat,Lon,Base
9/3/2014 0:06:00,40.7269,-74.0021,B02512
9/3/2014 0:09:00,40.7098,-73.9184,B02512
9/3/2014 0:17:00,40.7084,-73.9434,B02512
9/3/2014 0:22:00,40.7558,-73.9876,B02512
9/3/2014 0:23:00,40.763,-73.9833,B02512
9/3/2014 0:26:00,40.7543,-73.9984,B02512
9/3/2014 0:39:00,40.6601,-73.7737,B02512
9/3/2014 0:46:00,40.6949,-74.1775,B02512
9/3/2014 1:02:00,40.716,-73.5991,B02512
9/3/2014 1:04:00,40.759,-73.9798,B02512
9/3/2014 1:20:00,40.7552,-73.9756,B02512
9/3/2014 1:38:00,40.7337,-74.0063,B02512
9/3/2014 2:03:00,40.7408,-74.0076,B02512
9/3/2014 2:23:00,40.7404,-74.006,B02512
9/3/2014 2:48:00,40.7589,-73.9903,B02512
9/3/2014 3:01:00,40.7303,-73.9802,B02512
9/3/2014 3:02:00,40.7596,-73.9894,B02512
9/3/2014 3:06:00,40.8007,-73.9586,B02512
9/3/2014 3:06:00,40.7271,-73.9896,B02512
9/3/2014 3:19:00,40.7597,-73.9006,B02512
9/3/2014 3:31:00,40.7713,-73.8972,B02512
9/3/2014 3:32:00,40.762,-73.9405,B02512
9/3/2014 3:44:00,40.7223,-73.9839,B02512
9/3/2014 3:48:00,40.7169,-73.8187,B02512
9/3/2014 4:08:00,40.7586,-73.9598,B02512
9/3/2014 4:09:00,40.7541,-73.9739,B02512
9/3/2014 4:10:00,40.7313,-73.9926,B02512
9/3/2014 4:12:00,40.7242,-73.9909,B02512
9/3/2014 4:16:00,40.7819,-73.9811,B02512
9/3/2014 4:18:00,40.7595,-73.9952,B02512
9/3/2014 4:20:00,40.6409,-73.7325,B02512
9/3/2014 4:27:00,40.8383,-73.9388,B02512
9/3/2014 4:37:00,40.6457,-73.7766,B02512
9/3/2014 4:43:00,40.736,-73.9931,B02512
9/3/2014 4:58:00,40.7667,-73.9916,B02512
9/3/2014 5:05:00,40.6949,-74.178,B02512
9/3/2014 5:08:00,40.6793,-73.9635,B02512
9/3/2014 5:09:00,40.695,-74.1782,B02512
9/3/2014 5:13:00,40.7122,-73.8269,B02512
9/3/2014 5:17:00,40.705,-74.0123,B02512
9/3/2014 5:20:00,40.7908,-73.975,B02512
9/3/2014 5:23:00,40.7277,-74.3158,B02512
9/3/2014 5:26:00,40.7773,-73.9776,B02512
9/3/2014 5:30:00,40.7215,-74.0044,B02512
9/3/2014 5:30:00,40.7165,-74.0054,B02512
9/3/2014 5:31:00,40.7585,-73.9922,B02512
9/3/2014 5:34:00,40.7237,-74.0109,B02512
9/3/2014 5:35:00,40.6376,-73.9609,B02512
9/3/2014 5:37:00,40.7807,-73.9835,B02512
9/3/2014 5:39:00,40.7447,-73.9969,B02512
9/3/2014 5:45:00,40.896,-73.9011,B02512
9/3/2014 5:50:00,40.6483,-73.7827,B02512
9/3/2014 5:51:00,40.788,-73.9785,B02512
9/3/2014 5:51:00,40.7281,-73.9903,B02512
9/3/2014 5:53:00,40.7531,-73.9814,B02512
9/3/2014 5:56:00,40.7533,-73.9957,B02512
9/3/2014 5:57:00,40.6448,-73.7822,B02512
9/3/2014 5:57:00,40.7459,-73.9916,B02512
9/3/2014 5:59:00,40.7227,-74.007,B02512
9/3/2014 6:01:00,40.753,-73.9966,B02512
9/3/2014 6:06:00,40.7208,-74.0054,B02512
9/3/2014 6:08:00,40.7743,-73.9473,B02512
9/3/2014 6:10:00,40.7319,-74.0028,B02512
9/3/2014 6:11:00,40.658,-73.9451,B02512
9/3/2014 6:11:00,40.7783,-73.9766,B02512
9/3/2014 6:12:00,40.7543,-73.9977,B02512
9/3/2014 6:15:00,40.7458,-73.922,B02512
