Date/Time,Lat,Lon,Base
9/7/2014 0:00:00,40.7341,-74.0005,B02512
9/7/2014 0:00:00,40.7344,-73.99,B02512
9/7/2014 0:00:00,40.7806,-73.9582,B02512
9/7/2014 0:01:00,40.7293,-73.9859,B02512
9/7/2014 0:01:00,40.7713,-74.0133,B02512
9/7/2014 0:01:00,40.7713,-74.0133,B02512
9/7/2014 0:01:00,40.734,-73.9778,B02512
9/7/2014 0:02:00,40.7209,-73.9871,B02512
9/7/2014 0:02:00,40.7677,-73.9834,B02512
9/7/2014 0:03:00,40.7111,-74.0163,B02512
9/7/2014 0:03:00,40.6691,-73.9897,B02512
9/7/2014 0:04:00,40.7286,-74.0045,B02512
9/7/2014 0:05:00,40.976,-73.6593,B02512
9/7/2014 0:06:00,40.7287,-74.005,B02512
9/7/2014 0:08:00,40.7637,-73.9768,B02512
9/7/2014 0:08:00,40.6721,-73.987,B02512
9/7/2014 0:09:00,40.7335,-74.0042,B02512
9/7/2014 0:10:00,40.7291,-73.9924,B02512
9/7/2014 0:11:00,40.7833,-73.9491,B02512
9/7/2014 0:12:00,40.7342,-74.008,B02512
9/7/2014 0:15:00,40.751,-74.0042,B02512
9/7/2014 0:15:00,40.7499,-73.9763,B02512
9/7/2014 0:15:00,40.7375,-74.0082,B02512
9/7/2014 0:15:00,40.7375,-74.0082,B02512
9/7/2014 0:17:00,40.7618,-73.9818,B02512
9/7/2014 0:18:00,40.7714,-73.9267,B02512
9/7/2014 0:18:00,40.7384,-73.9857,B02512
9/7/2014 0:20:00,40.7792,-73.9509,B02512
9/7/2014 0:21:00,40.727,-73.9838,B02512
9/7/2014 0:23:00,40.7202,-73.9598,B02512
9/7/2014 0:24:00,40.7191,-74.0034,B02512
9/7/2014 0:24:00,40.7613,-73.9917,B02512
9/7/2014 0:25:00,40.7412,-73.9931,B02512
9/7/2014 0:25:00,40.7078,-74.015,B02512
9/7/2014 0:26:00,40.7588,-73.9717,B02512
9/7/2014 0:26:00,40.7394,-74.0016,B02512
9/7/2014 0:26:00,40.7193,-74.0023,B02512
9/7/2014 0:27:00,40.761,-73.9794,B02512
9/7/2014 0:31:00,40.7381,-74.0083,B02512
9/7/2014 0:34:00,40.7145,-73.9981,B02512
9/7/2014 0:35:00,40.7268,-73.9573,B02512
9/7/2014 0:36:00,40.707,-73.9224,B02512
9/7/2014 0:37:00,40.7187,-74.0105,B02512
9/7/2014 0:37:00,40.7945,-73.9716,B02512
9/7/2014 0:37:00,40.7591,-73.9827,B02512
9/7/2014 0:38:00,40.7365,-73.9964,B02512
9/7/2014 0:38:00,40.751,-73.9722,B02512
9/7/2014 0:39:00,40.7789,-73.9557,B02512
9/7/2014 0:40:00,40.7792,-73.9767,B02512
9/7/2014 0:41:00,40.7651,-73.9769,B02512
9/7/2014 0:42:00,40.6994,-73.9312,B02512
9/7/2014 0:43:00,40.7196,-73.9867,B02512
9/7/2014 0:44:00,40.7269,-73.9915,B02512
9/7/2014 0:45:00,40.7272,-73.9918,B02512
9/7/2014 0:45:00,40.7624,-73.9719,B02512
9/7/2014 0:45:00,40.7422,-74.0295,B02512
9/7/2014 0:46:00,40.7631,-73.9824,B02512
9/7/2014 0:49:00,40.7398,-73.9929,B02512
9/7/2014 0:50:00,40.6833,-73.9322,B02512
9/7/2014 0:50:00,40.7422,-74.0043,B02512
9/7/2014 0:50:00,40.7502,-74.0308,B02512
9/7/2014 0:50:00,40.7502,-74.0308,B02512
9/7/2014 0:51:00,40.7273,-73.9935,B02512
9/7/2014 0:51:00,40.761,-73.9811,B02512
9/7/2014 0:54:00,40.7309,-74.0053,B02512
9/7/2014 0:55:00,40.7304,-73.9936,B02512
9/7/2014 0:57:00,40.7333,-73.9928,B02512
9/7/2014 0:57:00,40.7075,-73.9416,B02512
9/7/2014 0:58:00,40.7187,-73.9883,B02512
9/7/2014 0:58:00,40.748,-74.005,B02512
9/7/2014 0:58:00,40.7352,-73.9753,B02512
9/7/2014 1:00:00,40.7451,-73.9879,B02512
9/7/2014 1:01:00,40.7492,-73.9961,B02512
9/7/2014 1:01:00,40.9881,-74.3242,B02512
9/7/2014 1:01:00,40.6759,-74.0169,B02512
9/7/2014 1:02:00,40.7449,-73.9212,B02512
9/7/2014 1:02:00,40.7093,-74.0162,B02512
9/7/2014 1:02:00,40.719,-73.9899,B02512
9/7/2014 1:04:00,40.7451,-73.9979,B02512
9/7/2014 1:05:00,40.734,-74.0096,B02512
9/7/2014 1:06:00,40.7256,-73.9574,B02512
9/7/2014 1:06:00,40.7077,-73.9683,B02512
9/7/2014 1:06:00,40.7195,-73.9954,B02512
9/7/2014 1:08:00,40.7552,-73.9833,B02512
9/7/2014 1:10:00,40.752,-73.9856,B02512
9/7/2014 1:10:00,40.6763,-73.9837,B02512
9/7/2014 1:11:00,40.7259,-73.9948,B02512
9/7/2014 1:11:00,40.7392,-73.9955,B02512
9/7/2014 1:15:00,40.7597,-73.9841,B02512
9/7/2014 1:17:00,40.7141,-73.9513,B02512
9/7/2014 1:17:00,40.7614,-73.924,B02512
9/7/2014 1:18:00,40.7559,-73.9859,B02512
9/7/2014 1:20:00,40.7556,-73.9868,B02512
9/7/2014 1:20:00,40.7451,-74,B02512
9/7/2014 1:21:00,40.7338,-73.8797,B02512
9/7/2014 1:26:00,40.7766,-73.9527,B02512
9/7/2014 1:28:00,40.7412,-74.0081,B02512
9/7/2014 1:31:00,40.7057,-73.9237,B02512
9/7/2014 1:33:00,40.7116,-73.9576,B02512
9/7/2014 1:33:00,40.7086,-73.9377,B02512
9/7/2014 1:36:00,40.7595,-73.9706,B02512
9/7/2014 1:37:00,40.7275,-74.1553,B02512
9/7/2014 1:38:00,40.7213,-73.9974,B02512
9/7/2014 1:41:00,40.7752,-73.9797,B02512
9/7/2014 1:41:00,40.7173,-73.9563,B02512
9/7/2014 1:41:00,40.7709,-73.9612,B02512
9/7/2014 1:44:00,40.761,-73.9846,B02512
9/7/2014 1:47:00,40.687,-73.9446,B02512
9/7/2014 1:49:00,40.7507,-74.004,B02512
9/7/2014 1:49:00,40.7179,-73.9404,B02512
9/7/2014 1:53:00,40.7047,-73.929,B02512
9/7/2014 1:56:00,40.7431,-73.9845,B02512
9/7/2014 1:57:00,40.763,-73.9718,B02512
9/7/2014 1:57:00,40.7591,-73.969,B02512
9/7/2014 2:00:00,40.7145,-74.0001,B02512
9/7/2014 2:00:00,40.74,-74.0061,B02512
9/7/2014 2:00:00,40.8814,-74.2282,B02512
9/7/2014 2:03:00,40.6903,-73.9922,B02512
9/7/2014 2:04:00,40.7226,-73.9879,B02512
9/7/2014 2:07:00,40.7415,-74.005,B02512
9/7/2014 2:10:00,40.7654,-73.9666,B02512
9/7/2014 2:10:00,40.7197,-73.9994,B02512
9/7/2014 2:11:00,40.771,-73.9873,B02512
9/7/2014 2:16:00,40.7245,-73.9907,B02512
