Date/Time,Lat,Lon,Base
9/24/2014 0:00:00,40.7644,-73.9958,B02512
9/24/2014 0:11:00,40.6483,-73.7828,B02512
9/24/2014 0:16:00,40.7448,-73.9888,B02512
9/24/2014 0:29:00,40.7607,-73.9819,B02512
9/24/2014 0:49:00,40.7233,-73.9562,B02512
9/24/2014 0:52:00,40.7149,-73.9916,B02512
9/24/2014 0:53:00,40.7419,-74.0039,B02512
9/24/2014 1:05:00,40.7247,-73.9956,B02512
9/24/2014 1:16:00,40.7399,-74.0069,B02512
9/24/2014 1:19:00,40.7491,-73.9883,B02512
9/24/2014 1:31:00,40.761,-73.999,B02512
9/24/2014 1:31:00,40.6909,-74.178,B02512
9/24/2014 1:37:00,40.6894,-73.9694,B02512
9/24/2014 1:51:00,40.7357,-73.8969,B02512
9/24/2014 1:57:00,40.7624,-73.9859,B02512
9/24/2014 1:57:00,40.7197,-73.9872,B02512
9/24/2014 2:21:00,40.7759,-73.9763,B02512
9/24/2014 2:33:00,40.7449,-73.8636,B02512
9/24/2014 2:40:00,40.7211,-73.9936,B02512
9/24/2014 3:16:00,40.7878,-73.9474,B02512
9/24/2014 3:40:00,40.7248,-73.9874,B02512
9/24/2014 3:41:00,40.7718,-73.9782,B02512
9/24/2014 4:12:00,40.7839,-73.4222,B02512
9/24/2014 4:18:00,40.7413,-73.9968,B02512
9/24/2014 4:24:00,40.7472,-74.0328,B02512
9/24/2014 4:24:00,40.7241,-73.9936,B02512
9/24/2014 4:42:00,40.7655,-73.9937,B02512
9/24/2014 4:48:00,41.0047,-74.213,B02512
9/24/2014 4:50:00,40.7901,-73.9751,B02512
9/24/2014 4:52:00,40.7591,-73.9865,B02512
9/24/2014 4:56:00,40.7163,-73.9551,B02512
9/24/2014 5:00:00,40.784,-73.974,B02512
9/24/2014 5:04:00,40.7693,-73.8801,B02512
9/24/2014 5:14:00,40.6448,-73.7819,B02512
9/24/2014 5:17:00,40.7339,-74.0011,B02512
9/24/2014 5:26:00,40.781,-73.9836,B02512
9/24/2014 5:27:00,40.6948,-74.1777,B02512
9/24/2014 5:31:00,40.8914,-73.9041,B02512
9/24/2014 5:33:00,40.6682,-73.9526,B02512
9/24/2014 5:33:00,40.7091,-74.0132,B02512
9/24/2014 5:35:00,40.6619,-73.963,B02512
9/24/2014 5:39:00,40.7179,-74.0098,B02512
9/24/2014 5:43:00,40.7248,-74.0006,B02512
9/24/2014 5:46:00,40.8268,-73.9431,B02512
9/24/2014 5:47:00,40.7444,-73.9941,B02512
9/24/2014 5:48:00,40.7341,-74.0096,B02512
9/24/2014 5:48:00,40.7497,-73.9835,B02512
9/24/2014 5:53:00,40.7694,-73.8797,B02512
9/24/2014 5:59:00,40.7436,-74.004,B02512
9/24/2014 6:06:00,40.7972,-73.9716,B02512
9/24/2014 6:07:00,40.7339,-73.9898,B02512
9/24/2014 6:08:00,40.7684,-73.9671,B02512
9/24/2014 6:13:00,40.7225,-73.9977,B02512
9/24/2014 6:16:00,40.7398,-73.9229,B02512
9/24/2014 6:16:00,40.7158,-74.0037,B02512
9/24/2014 6:17:00,40.7211,-74.0044,B02512
9/24/2014 6:20:00,40.7381,-74.0083,B02512
9/24/2014 6:21:00,40.7326,-73.996,B02512
9/24/2014 6:21:00,40.7326,-73.996,B02512
9/24/2014 6:21:00,40.7652,-73.9636,B02512
9/24/2014 6:23:00,40.612,-73.956,B02512
9/24/2014 6:24:00,40.7436,-73.9728,B02512
9/24/2014 6:27:00,40.7781,-73.9629,B02512
9/24/2014 6:30:00,40.7704,-73.9581,B02512
9/24/2014 6:30:00,40.7946,-73.9757,B02512
9/24/2014 6:31:00,40.7842,-73.9547,B02512
9/24/2014 6:31:00,40.774,-73.9453,B02512
9/24/2014 6:32:00,40.765,-73.9647,B02512
9/24/2014 6:33:00,40.7486,-74.0448,B02512
9/24/2014 6:33:00,40.6713,-73.8009,B02512
9/24/2014 6:36:00,40.7161,-74.0062,B02512
9/24/2014 6:38:00,40.7219,-74.0022,B02512
9/24/2014 6:38:00,40.7419,-73.9922,B02512
9/24/2014 6:41:00,40.688,-74.1813,B02512
9/24/2014 6:41:00,40.7427,-73.9842,B02512
9/24/2014 6:41:00,40.7242,-73.9961,B02512
9/24/2014 6:41:00,40.7844,-73.9702,B02512
9/24/2014 6:42:00,40.6675,-73.7948,B02512
9/24/2014 6:42:00,40.7773,-73.9635,B02512
9/24/2014 6:44:00,40.7169,-74.0039,B02512
9/24/2014 6:47:00,40.7987,-73.971,B02512
9/24/2014 6:49:00,40.7456,-74.0015,B02512
9/24/2014 6:49:00,40.6779,-73.9526,B02512
9/24/2014 6:49:00,40.6989,-73.9951,B02512
9/24/2014 6:50:00,40.7356,-74.0031,B02512
9/24/2014 6:53:00,40.7754,-73.9629,B02512
9/24/2014 6:53:00,40.6911,-73.9947,B02512
9/24/2014 6:57:00,40.7674,-73.9788,B02512
9/24/2014 6:57:00,40.6391,-73.9668,B02512
9/24/2014 6:57:00,40.7826,-73.9808,B02512
9/24/2014 7:00:00,40.7094,-74.0147,B02512
9/24/2014 7:00:00,40.7094,-74.0147,B02512
9/24/2014 7:08:00,40.7904,-73.966,B02512
9/24/2014 7:09:00,40.7734,-73.9791,B02512
9/24/2014 7:09:00,40.7808,-73.9788,B02512
9/24/2014 7:09:00,40.7627,-73.9908,B02512
9/24/2014 7:10:00,40.7223,-73.9887,B02512
9/24/2014 7:11:00,40.7769,-73.9773,B02512
9/24/2014 7:13:00,40.74,-73.9908,B02512
9/24/2014 7:13:00,40.7421,-74.0004,B02512
9/24/2014 7:13:00,40.7813,-73.9517,B02512
9/24/2014 7:15:00,40.756,-73.9921,B02512
9/24/2014 7:16:00,40.7405,-74.0001,B02512
9/24/2014 7:17:00,40.741,-73.9883,B02512
9/24/2014 7:19:00,40.7262,-73.9984,B02512
9/24/2014 7:19:00,40.7558,-73.9925,B02512
9/24/2014 7:20:00,40.6448,-73.782,B02512
9/24/2014 7:22:00,40.7553,-73.9653,B02512
9/24/2014 7:23:00,40.7698,-73.9587,B02512
9/24/2014 7:27:00,40.7394,-73.9944,B02512
9/24/2014 7:30:00,40.7425,-73.9994,B02512
9/24/2014 7:30:00,40.7692,-73.969,B02512
9/24/2014 7:30:00,40.7112,-74.0097,B02512
9/24/2014 7:30:00,40.7373,-74.0386,B02512
9/24/2014 7:33:00,40.7609,-73.9987,B02512
9/24/2014 7:34:00,40.7334,-74.001,B02512
9/24/2014 7:35:00,40.7782,-73.9152,B02512
9/24/2014 7:35:00,40.7306,-74.0102,B02512
9/24/2014 7:36:00,40.7859,-73.9801,B02512
9/24/2014 7:36:00,40.7638,-73.9791,B02512
9/24/2014 7:39:00,40.7377,-74.0089,B02512
9/24/2014 7:39:00,40.7439,-74.0065,B02512
9/24/2014 7:39:00,40.7439,-74.0065,B02512
9/24/2014 7:39:00,40.7765,-73.96,B02512
9/24/2014 7:40:00,40.7604,-73.9718,B02512
9/24/2014 7:41:00,40.7271,-73.9933,B02512
9/24/2014 7:45:00,40.7866,-73.9793,B02512
9/24/2014 7:46:00,40.7645,-73.9796,B02512
9/24/2014 7:49:00,40.7424,-73.9929,B02512
9/24/2014 7:50:00,40.7367,-74.0067,B02512
9/24/2014 7:52:00,40.7946,-73.9403,B02512
9/24/2014 7:54:00,40.76,-73.9873,B02512
9/24/2014 7:55:00,40.74,-74.0059,B02512
9/24/2014 7:56:00,40.758,-73.993,B02512
9/24/2014 7:57:00,40.7387,-73.9829,B02512
9/24/2014 7:58:00,40.7294,-73.987,B02512
9/24/2014 7:59:00,40.7348,-73.9999,B02512
9/24/2014 7:59:00,40.7574,-73.9855,B02512
9/24/2014 8:01:00,40.7712,-73.8663,B02512
9/24/2014 8:02:00,40.747,-73.8258,B02512
9/24/2014 8:02:00,40.7516,-73.9763,B02512
9/24/2014 8:03:00,40.7207,-74.0041,B02512
9/24/2014 8:09:00,40.7519,-73.9936,B02512
9/24/2014 8:17:00,40.7769,-73.9754,B02512
9/24/2014 8:17:00,40.7472,-73.9899,B02512
9/24/2014 8:26:00,40.724,-73.9767,B02512
9/24/2014 8:27:00,40.7887,-73.9794,B02512
9/24/2014 8:28:00,40.7504,-73.9779,B02512
9/24/2014 8:28:00,40.6706,-73.9421,B02512
9/24/2014 8:29:00,40.742,-73.9969,B02512
9/24/2014 8:30:00,40.6867,-74.1935,B02512
9/24/2014 8:33:00,40.7063,-74.0056,B02512
9/24/2014 8:42:00,40.7692,-73.9829,B02512
9/24/2014 8:43:00,40.7305,-73.9831,B02512
9/24/2014 8:46:00,40.7792,-73.9508,B02512
9/24/2014 8:47:00,40.7683,-73.8623,B02512
9/24/2014 8:48:00,40.776,-73.9441,B02512
9/24/2014 8:49:00,40.7835,-73.9803,B02512
9/24/2014 8:51:00,40.7262,-74.0098,B02512
9/24/2014 8:53:00,40.7377,-74.0087,B02512
9/24/2014 9:01:00,40.7819,-73.9601,B02512
9/24/2014 9:01:00,40.774,-73.8726,B02512
9/24/2014 9:01:00,40.736,-73.9838,B02512
9/24/2014 9:03:00,40.7739,-73.8725,B02512
9/24/2014 9:04:00,40.8752,-73.4895,B02512
9/24/2014 9:10:00,40.7916,-73.9666,B02512
