Date/Time,Lat,Lon,Base
9/28/2014 0:00:00,40.7331,-73.9753,B02512
9/28/2014 0:00:00,40.7335,-73.9996,B02512
9/28/2014 0:01:00,40.7356,-74.0005,B02512
9/28/2014 0:01:00,40.7356,-74.0061,B02512
9/28/2014 0:01:00,40.7323,-74.0055,B02512
9/28/2014 0:03:00,40.7168,-74.0075,B02512
9/28/2014 0:04:00,40.7385,-73.9997,B02512
9/28/2014 0:05:00,40.7488,-73.9921,B02512
9/28/2014 0:06:00,40.7512,-73.9716,B02512
9/28/2014 0:14:00,40.7271,-73.9797,B02512
9/28/2014 0:14:00,40.7187,-73.9953,B02512
9/28/2014 0:16:00,40.6925,-73.9603,B02512
9/28/2014 0:17:00,40.7709,-73.959,B02512
9/28/2014 0:21:00,40.715,-73.9593,B02512
9/28/2014 0:21:00,40.7451,-73.9888,B02512
9/28/2014 0:22:00,40.7292,-73.9938,B02512
9/28/2014 0:22:00,40.7778,-73.9521,B02512
9/28/2014 0:24:00,40.7414,-74.0014,B02512
9/28/2014 0:26:00,40.7152,-73.9361,B02512
9/28/2014 0:27:00,40.7498,-74.0071,B02512
9/28/2014 0:27:00,40.7256,-73.9838,B02512
9/28/2014 0:27:00,40.7328,-74.004,B02512
9/28/2014 0:27:00,40.7471,-73.9867,B02512
9/28/2014 0:29:00,40.7364,-74.0019,B02512
9/28/2014 0:29:00,40.7381,-74.0084,B02512
9/28/2014 0:30:00,40.714,-73.9615,B02512
9/28/2014 0:31:00,40.7449,-74.0344,B02512
9/28/2014 0:31:00,40.7449,-74.0344,B02512
9/28/2014 0:32:00,40.6691,-73.9808,B02512
9/28/2014 0:32:00,40.7244,-73.9934,B02512
9/28/2014 0:33:00,40.761,-73.9985,B02512
9/28/2014 0:34:00,40.7197,-74.0042,B02512
9/28/2014 0:36:00,40.7395,-74.0081,B02512
9/28/2014 0:37:00,40.7199,-73.9875,B02512
9/28/2014 0:39:00,40.8314,-73.9465,B02512
9/28/2014 0:40:00,40.731,-73.9952,B02512
9/28/2014 0:42:00,40.7417,-73.9936,B02512
9/28/2014 0:43:00,40.7426,-73.992,B02512
9/28/2014 0:47:00,40.7392,-73.991,B02512
9/28/2014 0:49:00,40.7207,-73.988,B02512
9/28/2014 0:51:00,40.7403,-73.9901,B02512
9/28/2014 0:51:00,40.7579,-73.9277,B02512
9/28/2014 0:53:00,40.7662,-73.9952,B02512
9/28/2014 0:53:00,40.7439,-73.984,B02512
9/28/2014 0:54:00,40.7426,-74.0016,B02512
9/28/2014 0:56:00,40.721,-74.0042,B02512
9/28/2014 0:57:00,40.8161,-74.2668,B02512
9/28/2014 1:00:00,40.7448,-73.5931,B02512
9/28/2014 1:04:00,40.726,-74.0082,B02512
9/28/2014 1:08:00,40.6888,-73.9573,B02512
9/28/2014 1:10:00,40.7507,-74.0036,B02512
9/28/2014 1:13:00,40.6795,-73.9956,B02512
9/28/2014 1:17:00,40.7691,-73.9821,B02512
9/28/2014 1:18:00,40.7926,-73.9678,B02512
9/28/2014 1:18:00,40.7356,-73.9797,B02512
9/28/2014 1:19:00,40.7407,-74.0051,B02512
9/28/2014 1:23:00,40.7394,-74.0066,B02512
9/28/2014 1:24:00,40.7431,-73.9891,B02512
9/28/2014 1:28:00,40.7421,-74.0054,B02512
9/28/2014 1:33:00,40.7227,-73.9871,B02512
9/28/2014 1:36:00,40.7229,-73.989,B02512
9/28/2014 1:37:00,40.7666,-73.9961,B02512
9/28/2014 1:38:00,40.7033,-73.9285,B02512
9/28/2014 1:39:00,40.7285,-73.9997,B02512
9/28/2014 1:45:00,40.7394,-74.0017,B02512
9/28/2014 1:46:00,40.7214,-73.9937,B02512
9/28/2014 1:49:00,40.7227,-73.9884,B02512
9/28/2014 1:51:00,40.7222,-73.9881,B02512
9/28/2014 1:52:00,40.7202,-73.9883,B02512
9/28/2014 1:58:00,40.7772,-73.9522,B02512
9/28/2014 2:00:00,40.8999,-73.8677,B02512
9/28/2014 2:02:00,40.7426,-73.9942,B02512
9/28/2014 2:03:00,40.7394,-74.0018,B02512
9/28/2014 2:07:00,40.7194,-74.0048,B02512
9/28/2014 2:12:00,40.6776,-73.9482,B02512
9/28/2014 2:27:00,40.7208,-73.9878,B02512
9/28/2014 2:42:00,40.787,-73.9448,B02512
9/28/2014 2:48:00,40.7159,-74.0013,B02512
9/28/2014 2:52:00,40.7634,-73.963,B02512
9/28/2014 2:55:00,40.7725,-73.9773,B02512
9/28/2014 3:12:00,40.7492,-73.9878,B02512
9/28/2014 3:31:00,40.7134,-74.0396,B02512
9/28/2014 3:31:00,40.7134,-74.0396,B02512
9/28/2014 4:05:00,40.9337,-73.9512,B02512
9/28/2014 5:03:00,40.7844,-73.9494,B02512
9/28/2014 5:05:00,40.764,-73.9789,B02512
9/28/2014 5:07:00,40.6807,-73.9581,B02512
9/28/2014 5:30:00,40.6485,-73.7826,B02512
9/28/2014 5:38:00,40.7209,-74.0042,B02512
9/28/2014 5:50:00,40.7286,-73.8651,B02512
9/28/2014 5:56:00,40.6448,-73.7819,B02512
9/28/2014 6:00:00,40.6092,-74.2755,B02512
9/28/2014 6:01:00,40.7349,-74.0075,B02512
9/28/2014 6:02:00,40.897,-73.801,B02512
9/28/2014 6:14:00,40.7209,-74.0042,B02512
9/28/2014 6:14:00,40.6902,-73.5183,B02512
9/28/2014 6:17:00,40.7126,-73.9239,B02512
9/28/2014 6:26:00,40.7139,-73.9243,B02512
9/28/2014 6:33:00,40.7577,-73.9844,B02512
